epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,valid_f1,learning_rate
1,1.3503575640083105,1.3706950534603553,0.3624217118997912,0.312874251497006,0.23717913650261066,0.0001
2,1.2883745289545716,1.3262480447392264,0.430062630480167,0.4281437125748503,0.3588923459884547,0.0001
3,1.2148812807178697,1.2637961646040043,0.4730688935281837,0.4880239520958084,0.4320327294243546,0.0001
4,1.1568697943816852,1.2277836578334878,0.520250521920668,0.5074850299401198,0.4578830269714075,0.0001
5,1.1438115936729256,1.192714864265419,0.5169102296450939,0.48353293413173654,0.4321827999313709,0.0001
6,1.135806120910326,1.1557488255871984,0.5077244258872652,0.5029940119760479,0.45483116850784644,0.0001
7,1.080369337416392,1.1487035615715437,0.5507306889352819,0.47904191616766467,0.43554424076316567,0.0001
8,1.0418246139813068,1.1322261944502414,0.5824634655532359,0.5464071856287425,0.5184490675061385,0.0001
9,1.0697997664111143,1.0846696588807476,0.5569937369519833,0.5733532934131736,0.5568349048032402,0.0001
10,1.036205915966711,1.096442954982826,0.5795407098121086,0.5329341317365269,0.513701237519686,0.0001
11,1.0508721240626995,1.1089962321127247,0.57160751565762,0.5164670658682635,0.4916255328077034,0.0001
12,1.0394622557347404,1.064966725732038,0.5670146137787057,0.5643712574850299,0.550135087919392,0.0001
13,1.041373750262569,1.0326449382090996,0.5741127348643006,0.5808383233532934,0.5662508391479071,0.0001
14,1.0109416229739816,1.0508578765891983,0.5903966597077245,0.5883233532934131,0.5690390213921406,0.0001
15,1.021021778200265,0.9883976086171088,0.5853862212943632,0.6167664670658682,0.5976689599039369,0.0001
16,1.0091933599842366,0.9891310312790785,0.5782881002087683,0.6092814371257484,0.5828107199507566,0.0001
17,0.9821763953236797,1.0134789233436128,0.6079331941544885,0.5673652694610778,0.5463914038905966,0.0001
18,0.9938517428887911,0.9804952344494665,0.5979123173277662,0.5868263473053892,0.5650226047451758,0.0001
19,0.9850113740295856,0.9708120819337354,0.6116910229645094,0.6092814371257484,0.5910228429800993,0.0001
20,0.998923313144851,0.9668570517779824,0.6087682672233821,0.6167664670658682,0.6101553280451013,0.0001
21,0.9666443580874322,0.9775674485874747,0.6237995824634656,0.6077844311377245,0.5957639862626756,0.0001
22,0.9784898746237626,0.8930630369814571,0.6171189979123173,0.6766467065868264,0.6666525095841984,0.0001
23,0.9817083639989068,0.9135921187029628,0.6167014613778705,0.6721556886227545,0.6505682338951768,0.0001
24,0.9691542406420618,0.8937874482777304,0.6171189979123173,0.6901197604790419,0.6782363807692198,0.0001
25,0.963030869726846,0.9013094645060465,0.6108559498956159,0.6856287425149701,0.6707257356453494,0.0001
26,0.9789828221335043,0.9103654109075398,0.6041753653444677,0.6721556886227545,0.6579333560860778,0.0001
27,0.9157357136242574,0.897776801429109,0.6413361169102296,0.6616766467065869,0.6434711615014761,0.0001
28,0.9385185611770646,0.8967762332476542,0.6338204592901879,0.6646706586826348,0.6529730224336544,0.0001
29,0.9607384495297155,0.9046156449232273,0.6258872651356994,0.6526946107784432,0.6468003747079597,0.0001
30,0.9620695473505709,0.8869080757666491,0.6267223382045929,0.6706586826347305,0.6520108034664983,5e-05
31,0.9038944888463348,0.8537862465053261,0.6643006263048017,0.6991017964071856,0.6898562982154111,5e-05
32,0.9419840769379523,0.8597856160409436,0.621294363256785,0.6946107784431138,0.6834538253571776,5e-05
33,0.922168776635586,0.8488649600994087,0.6463465553235909,0.7020958083832335,0.6924863261408973,5e-05
34,0.945621253876696,0.8612599590581335,0.622964509394572,0.6616766467065869,0.643334718424141,5e-05
35,0.9209061418545271,0.8299132760413392,0.6455114822546972,0.7095808383233533,0.6992562628397603,5e-05
36,0.9318211584847755,0.8329784006415727,0.6446764091858037,0.7050898203592815,0.6940636790454718,5e-05
37,0.9185997237243334,0.8403245364120621,0.6555323590814196,0.6991017964071856,0.6910062820127915,5e-05
38,0.899699865701552,0.8309423466642459,0.6546972860125261,0.7245508982035929,0.7172159119684096,5e-05
39,0.9143899590336952,0.8346469236348204,0.6584551148225469,0.7275449101796407,0.7199440045075953,5e-05
40,0.9466211600691888,0.8407811344026805,0.6296450939457202,0.7095808383233533,0.7010624066296564,5e-05
41,0.9333832812209717,0.8257657730293845,0.6271398747390396,0.7125748502994012,0.7056097720221554,5e-05
42,0.904290613849377,0.8326884424258135,0.6459290187891441,0.6991017964071856,0.690241511225095,5e-05
43,0.9180062558805271,0.8133670693029187,0.6475991649269311,0.7215568862275449,0.715435211167807,5e-05
44,0.8971061282715369,0.8203139456803213,0.6484342379958247,0.7095808383233533,0.7027479622399172,5e-05
45,0.8816185685687373,0.8283524106362623,0.6605427974947808,0.7035928143712575,0.6939355863205678,2.5e-05
46,0.9034916805573944,0.8183455399410453,0.6488517745302714,0.7125748502994012,0.7033522288914599,2.5e-05
47,0.8734534707597004,0.8029368833867375,0.6709812108559499,0.7245508982035929,0.7169248463381452,2.5e-05
48,0.8887385970117653,0.8057371401144359,0.667223382045929,0.7170658682634731,0.7093447772366759,2.5e-05
49,0.9037603989274616,0.8050793794814698,0.6467640918580376,0.7035928143712575,0.6934891458903119,2.5e-05
50,0.9049675759293591,0.8136862216595404,0.6538622129436326,0.6991017964071856,0.6889268280260686,2.5e-05
51,0.8666684200470034,0.795010568139082,0.6701461377870563,0.7245508982035929,0.7171179336688202,1.25e-05
52,0.9115077283536716,0.8180995976139686,0.6534446764091858,0.7065868263473054,0.6974244718719302,1.25e-05
53,0.866923601617395,0.8027719689343504,0.6697286012526096,0.718562874251497,0.709077171119556,1.25e-05
54,0.8899159711686455,0.8086799254674397,0.6643006263048017,0.7140718562874252,0.7066256537001219,1.25e-05
