epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,valid_f1,learning_rate
1,1.0304847081419322,0.7883036207117721,0.57160751565762,0.7020958083832335,0.6921157223818775,0.0001
2,0.8138243155091193,0.6256440577660493,0.665553235908142,0.7619760479041916,0.7545711419851805,0.0001
3,0.7337964552678246,0.59901790276259,0.7022964509394573,0.7664670658682635,0.7578110299294327,0.0001
4,0.6948164337861016,0.5413920879364014,0.7093945720250522,0.7904191616766467,0.7847598081797993,0.0001
5,0.6600108013148098,0.4959891545558404,0.7269311064718162,0.8233532934131736,0.8198242257433395,0.0001
6,0.6069837440528552,0.488975120027979,0.7549060542797494,0.8233532934131736,0.8193857264010419,0.0001
7,0.5694380344578021,0.4356140449286221,0.7657620041753653,0.8233532934131736,0.8194941926924465,0.0001
8,0.5206742991236406,0.40679741284982884,0.7916492693110647,0.8532934131736527,0.8514268309408218,0.0001
9,0.5085339452690272,0.3865898858287377,0.8,0.8652694610778443,0.8636889094906159,0.0001
10,0.47548129459014765,0.3536048875954337,0.8083507306889353,0.874251497005988,0.8737449349932396,0.0001
11,0.45001507080422565,0.3862382999794212,0.8233820459290188,0.8592814371257484,0.8543854106075705,0.0001
12,0.42982103835814683,0.3170766669386875,0.8258872651356993,0.8877245508982036,0.8876062622783446,0.0001
13,0.3878094676392064,0.32372856476974343,0.853027139874739,0.8817365269461078,0.8799669258852932,0.0001
14,0.35558599980240824,0.26257995628712777,0.8563674321503132,0.9026946107784432,0.9013082905035779,0.0001
15,0.3469645941929429,0.28176078004037547,0.8688935281837161,0.9176646706586826,0.9160619411510338,0.0001
16,0.33126591797412563,0.2673691939339488,0.8630480167014614,0.9101796407185628,0.908408184327787,0.0001
17,0.3040173994723342,0.24061686817757383,0.8881002087682672,0.9131736526946108,0.9123318988703604,0.0001
18,0.31042671153839047,0.18511097891601974,0.8830897703549061,0.9296407185628742,0.9286199631905263,0.0001
19,0.25723387493221145,0.22063993189684644,0.9073068893528183,0.9251497005988024,0.9250791951216327,0.0001
20,0.24785823803045057,0.22513825917047656,0.9006263048016702,0.9341317365269461,0.9327121326461381,0.0001
21,0.24109977097843535,0.19600011401636871,0.9073068893528183,0.9236526946107785,0.9209474073720397,0.0001
22,0.21941658650721288,0.19623444967730316,0.9152400835073069,0.9341317365269461,0.9329247511081129,0.0001
23,0.24431468375291604,0.1821512838680587,0.9068893528183716,0.9416167664670658,0.9405324320193706,0.0001
24,0.2051831952154263,0.17024550144700054,0.925678496868476,0.9416167664670658,0.940333719329794,0.0001
25,0.18761919561408008,0.21215463987367597,0.9260960334029228,0.9296407185628742,0.9267226330287116,0.0001
26,0.19284092309828343,0.12002748375602379,0.9269311064718163,0.9535928143712575,0.9531790260919766,0.0001
27,0.17847253783510722,0.12903118704886227,0.9348643006263048,0.9520958083832335,0.9518932774418196,0.0001
28,0.16389021941602602,0.1729919098395698,0.939874739039666,0.9461077844311377,0.945242031064812,0.0001
29,0.16380383069928353,0.145035824889016,0.9432150313152401,0.9535928143712575,0.9534903444537463,0.0001
30,0.15720836597967247,0.14046701592599561,0.9419624217118998,0.9580838323353293,0.9573408811665219,0.0001
31,0.15869674303088657,0.10140809523845147,0.9448851774530271,0.9640718562874252,0.9638920550359104,0.0001
32,0.13144098617260913,0.10279085980114823,0.950313152400835,0.9625748502994012,0.9622584996853549,0.0001
33,0.14475167800588748,0.06857832409663998,0.9524008350730689,0.968562874251497,0.96839321912248,0.0001
34,0.13247262659581818,0.11110432223210524,0.9524008350730689,0.9580838323353293,0.9578254455398616,0.0001
35,0.11724921492295873,0.11526158557992852,0.9586638830897704,0.9700598802395209,0.9699208318563157,0.0001
36,0.1351308600638754,0.1120131395898012,0.9582463465553236,0.9730538922155688,0.9726188126898591,0.0001
37,0.1168912760182313,0.09224866161087279,0.9590814196242171,0.9760479041916168,0.9754703671802281,0.0001
38,0.14673227455023685,0.11012038374375373,0.9569937369519833,0.9760479041916168,0.9750119654209344,0.0001
39,0.09836851712432933,0.0954581477684889,0.9665970772442589,0.9700598802395209,0.9692966287986932,0.0001
40,0.10182214731463311,0.09669790118039895,0.9653444676409186,0.9715568862275449,0.9709386082904949,0.0001
41,0.1003623978345653,0.09853564568624562,0.9640918580375782,0.9700598802395209,0.9692188405455622,0.0001
42,0.11955846672516028,0.09848744016207621,0.9594989561586639,0.9745508982035929,0.9735752156505443,0.0001
43,0.07755335586841582,0.0920764682535422,0.9736951983298539,0.9760479041916168,0.9756340370842987,0.0001
44,0.08267275737695753,0.07671397674587746,0.9695198329853862,0.9805389221556886,0.9796121304546859,0.0001
45,0.09101154737034521,0.07540637308251527,0.97160751565762,0.9805389221556886,0.9797514050861973,0.0001
46,0.12332607612231579,0.15403734388465518,0.9611691022964509,0.9640718562874252,0.9635674228273048,0.0001
47,0.09053122141159826,0.08027774059842785,0.9736951983298539,0.9730538922155688,0.9715714095311587,0.0001
48,0.07326669045928128,0.10093145313377169,0.9745302713987474,0.9700598802395209,0.9688537604686229,0.0001
49,0.10112369408931132,0.08677338179715041,0.9678496868475992,0.9820359281437125,0.9817794142030709,0.0001
