epoch,lr,train_loss,train_ce,train_kd,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro
1,0.0003,2.4687692374991093,1.202968924637609,3.7345695415599236,1.0766341928950327,0.5778443113772455,0.6192391629300535,0.5964965417605169,0.5642590150193986
2,0.0002999259840548597,2.0044190307591587,1.0082953292251433,3.000542738293641,1.03459253229067,0.6377245508982036,0.6713693539165237,0.6458032133497972,0.6281493928704887
3,0.0002997040092642407,1.9129560065749507,1.015491350785198,2.8104206643648597,1.020445079325202,0.657185628742515,0.6867171237880093,0.6612871471178925,0.6532287267058933
4,0.000299334294690462,1.7794794692289109,0.9423349583709,2.6166239816870465,0.9012005396945748,0.6616766467065869,0.7148125162332858,0.6743673640024572,0.6626102519864243
5,0.0002988172051971717,1.7015639247510257,0.897284466548254,2.5058433961548263,0.99730159101372,0.6616766467065869,0.6955440369980521,0.6659784315063817,0.6562062985176135
6,0.00029815325108927063,1.6872163874990989,0.9203207018791429,2.4541120761192885,0.8489193930597363,0.7125748502994012,0.719826567842232,0.7138418646570821,0.7091096175913848
7,0.00029734308760930326,1.6276566850259,0.8798403211888051,2.3754730504631194,0.9035526751401182,0.6916167664670658,0.6961666433800366,0.692318292473572,0.6835165768810628
8,0.00029638751429081204,1.62715833299112,0.8881806669219229,2.3661359988603015,0.770742373730608,0.7365269461077845,0.7409683771939322,0.736297281910636,0.7294058771718717
9,0.0002952874741692946,1.6332303729633357,0.91287085993978,2.353589889987203,0.9054666616602572,0.688622754491018,0.693139788878556,0.6866598075837207,0.6812735293380455
10,0.00029404405285154137,1.5713845911442033,0.8678726469910385,2.2748965296969317,0.939910976115815,0.6916167664670658,0.7075159734970056,0.6922674892395388,0.6885918367519844
11,0.0002926584774442729,1.5171310845637482,0.8375953145875227,2.196666847539428,0.8194685559608266,0.7275449101796407,0.7299182966280157,0.7288105915823306,0.7228117246877486
12,0.00029113211534313374,1.4913280326248015,0.8170603621726068,2.1655957082774013,0.694348834231942,0.7604790419161677,0.7595282256299205,0.7590754225070996,0.7539191471986817
13,0.0002894664728832376,1.4064011549789635,0.7853399205127819,2.027462385644849,0.7827537046399659,0.7290419161676647,0.7410878898664318,0.7321839651032198,0.7208314586265974
14,0.0002876631938525971,1.465878759854592,0.8095219305297673,2.122235594979869,0.8254683874882088,0.7275449101796407,0.7426985991825563,0.7219628197889068,0.7196831586254271
