epoch,lr,train_loss,train_ce,train_kd,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro
1,0.0003,3.336706809549524,1.2343720461698187,8.242154406221122,1.0730984589296901,0.5763473053892215,0.6173653456345545,0.5933409240862657,0.5641768763906169
2,0.0002999259840548597,2.700714532160919,1.0621968967802573,6.52392211856458,1.2556948724264156,0.6452095808383234,0.6519847386320298,0.646237367704759,0.6388724367973794
3,0.0002997040092642407,2.5981594196101963,1.1031539968196178,6.086505211439709,0.9943679440878108,0.6736526946107785,0.6908569800467932,0.6762537410829336,0.6695917263137511
4,0.000299334294690462,2.3473489932565883,0.9908989991917706,5.512398793393333,1.1501063059368533,0.6616766467065869,0.6991130688444204,0.6717212006420081,0.6598419892331737
5,0.0002988172051971717,2.2783775705619145,0.9815818863427079,5.3042339910596805,1.1576159557182633,0.6407185628742516,0.6541769713989105,0.6429096912404365,0.6282703029515334
6,0.00029815325108927063,2.2312255897777993,0.9969687867884668,5.111157991742128,0.9581309013559433,0.687125748502994,0.6996390492048307,0.6924449773828656,0.6841102654131097
7,0.00029734308760930326,2.154901038080254,0.9442637786769227,4.979721157342795,1.0078480066564268,0.7035928143712575,0.7038493407402964,0.7004201802338449,0.6932646762163666
8,0.00029638751429081204,2.13214790661063,0.9558873054565199,4.876755816824484,0.8780237809715871,0.7080838323353293,0.7075002250374981,0.7029962144480777,0.6986101776986398
9,0.0002952874741692946,2.163413405418396,0.9977235786066759,4.883356195168207,1.0851138520562007,0.6931137724550899,0.6942894412288743,0.688200645110583,0.6820385802093119
10,0.00029404405285154137,2.089796027881187,0.9423707833626126,4.7671214430124165,0.9798207544459554,0.7110778443113772,0.7167927308015616,0.7108485458640739,0.7047284718763578
11,0.0002926584774442729,1.9920570606353298,0.9021603390074416,4.535149273456343,0.9225338195523102,0.7260479041916168,0.7258706008213022,0.7266040119300989,0.7203820900989412
12,0.00029113211534313374,1.9757019037368313,0.8732750447804496,4.548031117292059,0.7858187846705585,0.7455089820359282,0.7433371913885318,0.7416736343366778,0.7385052514609793
13,0.0002894664728832376,1.8947335065611257,0.8543396988171059,4.322318966756731,0.9629867344336238,0.7140718562874252,0.7368349373039453,0.7171170573732686,0.698183730749184
14,0.0002876631938525971,1.9421226690279558,0.8816553208251927,4.4165463463572046,0.7792134933664413,0.7320359281437125,0.7436685798721403,0.7254674673152934,0.7228070663038919
15,0.0002857240578699029,1.8826938491539666,0.8457445678294905,4.302241995830664,0.8750986187847075,0.7485029940119761,0.75642444741798,0.7515242909264648,0.7428971454846988
16,0.00028365097862825513,1.7806040280617323,0.8097977207711079,4.045818589677746,0.8732728735950892,0.75,0.758390896470536,0.7482607971738406,0.7449334043512099
17,0.0002814460020065795,1.8442529387922095,0.8477296494197526,4.169473805683571,0.7789498400723863,0.7589820359281437,0.7590582894184998,0.7559560005212179,0.7548539464223895
18,0.0002791113040505915,1.8095709445492534,0.8348371288520378,4.083949709898674,0.813862003274485,0.7440119760479041,0.7595209100112781,0.7446351526320469,0.7371162917911372
19,0.00027664918882530225,1.6639847751431818,0.7822669531474977,3.7213262423572924,0.8274658193845235,0.7395209580838323,0.7555065070039073,0.7307976056035062,0.7304032411777963
20,0.00027406208614118424,1.7516533596403647,0.808307216821501,3.952794223023741,0.8270999553228566,0.7559880239520959,0.7638569201069201,0.7597305644665893,0.7509511989335228
21,0.0002713525491562421,1.7440981320886804,0.7912000251696414,3.967526919089708,0.7508498758612993,0.7574850299401198,0.7565813632339555,0.7558744309520707,0.7514918767959371
22,0.00026852325185635354,1.620000431201602,0.7225211554725698,3.7141186294939694,0.7016670177160891,0.7589820359281437,0.7545489107666528,0.7517336442025884,0.7483640889053988
23,0.00026557698641636835,1.641115175397604,0.7303923964500427,3.7661348861335906,0.6754435836198087,0.781437125748503,0.793762562258123,0.7786406140443407,0.7768661645260111
24,0.0002625166604445689,1.611420214176178,0.7456916157631266,3.63145352049962,0.6814854167691783,0.7874251497005988,0.7843836592228514,0.7853881367080124,0.7820967695225647
25,0.0002593452941132117,1.588225885925677,0.7253598482316772,3.601579847751848,0.6488675527319223,0.7934131736526946,0.790597470291041,0.7895262087808672,0.7862925170622743
26,0.0002560660171779821,1.5425080649004688,0.688014398035187,3.53632648999259,0.749024847879292,0.7589820359281437,0.7717764587285058,0.7501877004982596,0.7476416236788135
27,0.0002526820658893033,1.51859368493893,0.6928443595166974,3.4453420102996315,0.654813591240275,0.7904191616766467,0.7903516665518509,0.782454928611761,0.7825383942032762
28,0.00024919677979854776,1.5383027659966642,0.7164390579166028,3.455984663643293,0.6599485751932966,0.7859281437125748,0.7845097219628999,0.7844070396477228,0.7808597392715759
29,0.00024561359846230347,1.4321495874616124,0.6395998376127857,3.2814322205997954,0.6696795828439697,0.7859281437125748,0.7889574295658854,0.7768521592279356,0.7752896152786352
30,0.0002419360580479465,1.3959087317421932,0.6319106036184619,3.178570929789703,0.5565022672164047,0.8248502994011976,0.8207236444873807,0.822837876409305,0.8201635406545073
31,0.000238167787843871,1.4058173874880644,0.6402738723878892,3.19208549413105,0.5972814745197218,0.8083832335329342,0.8061998708063528,0.8083636084412482,0.8039787464228207
32,0.0002343125066778196,1.3593841371120223,0.6107117786203455,3.106286215302128,0.5556176714822204,0.8203592814371258,0.8191447665958482,0.8209960975877124,0.8156754436073477
33,0.00023037401924684946,1.377189086587637,0.5992347072534914,3.192415857475076,0.4745322998590812,0.8383233532934131,0.8354425880139603,0.8366996616220218,0.8341544606328758
34,0.00022635621236255567,1.255769342584098,0.5330122566263148,2.9422024256431016,0.5276500322370828,0.8323353293413174,0.8396805708617658,0.8364663933375114,0.8290725741024634
35,0.00022226305111525726,1.3542120172673424,0.6156901955204522,3.077429521803888,0.503986848194799,0.8353293413173652,0.8348942804093639,0.8329992988378082,0.8310487802732432
